PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
80.53,156.66,36.79,31.4,0.12,89.51,12.01,26.65,87.03,3.92,298
,100.11,27.48,12.01,0.48,57.19,16.1,28.66,63.58,4.3,249
90.57,129.17,29.63,7.84,0.1,31.31,3.88,35.16,67.95,0.86,239
146.98,212.2,72.36,8.47,3.11,34.34,9.85,17.11,48.27,1.59,472
67.49,144.15,4.24,5.18,1.69,41.42,19.39,22.86,37.43,3.79,240
19.36,37.07,30.6,11.23,0.23,39.11,7.13,26.36,50.28,1.72,120
,22.7,30.44,26.87,0.9,63.77,19.48,34.77,67.69,1.34,115
51.98,93.57,15.66,12.83,0.61,44.23,9.68,22.97,31.54,0.84,172
53.01,82.88,39.26,12.01,1.78,68.14,21.26,26.26,33.28,5.06,221
22.53,41.88,25.41,14.31,1.01,19.36,2.39,25.69,71.03,1.52,90
6.95,11.6,17.3,11.33,0.42,55.2,67.24,25.05,16.44,1.91,85
49.14,70.31,29.39,8.06,0.96,171.34,6.79,40.88,27.98,2.91,254
188.66,362.35,75.17,34.51,0.72,41.05,11.26,36.3,,1.44,500
88.07,124.76,114.9,20.74,1.74,,20.88,32.16,100.0,1.99,358
82.91,122.01,22.27,6.47,2.28,32.3,44.08,34.58,42.43,0.83,259
59.38,120.9,20.42,16.18,0.88,12.6,22.16,28.36,60.42,1.71,210
51.92,98.34,25.23,6.28,0.35,23.36,20.04,21.07,51.3,1.89,158
94.15,175.86,5.96,6.22,0.66,59.57,41.69,31.75,53.26,3.71,307
25.0,41.9,23.18,1.43,1.9,55.55,24.59,14.6,12.27,2.47,148
220.1,364.63,4.08,7.84,0.97,62.6,41.17,36.5,83.59,3.31,500
26.69,51.28,13.16,7.46,2.08,34.21,37.22,21.02,37.67,0.28,174
99.9,196.41,36.96,12.37,0.36,10.62,13.93,17.94,28.49,0.31,321
28.88,50.8,11.48,17.27,1.07,6.04,16.31,21.14,100.0,2.39,125
73.3,159.23,32.2,19.8,0.56,109.8,20.34,31.78,46.62,1.6,282
107.1,231.35,20.58,14.61,0.6,72.62,9.12,36.23,82.74,2.41,365
15.94,26.64,15.85,12.28,1.25,33.94,8.1,37.24,31.85,1.82,86
31.65,64.52,50.2,23.23,0.83,29.71,17.22,27.22,74.31,3.5,173
33.43,59.81,28.19,10.14,1.02,54.41,22.28,14.87,72.55,3.09,142
55.24,97.25,35.66,1.5,2.1,38.71,18.23,29.16,50.86,1.55,239
79.77,107.65,20.43,7.46,0.55,27.89,15.67,29.68,59.12,1.94,207
191.1,347.14,45.46,10.54,0.41,45.02,8.54,39.3,37.97,3.33,500
43.94,92.73,9.4,8.08,0.4,19.07,5.9,33.34,75.56,3.09,152
183.41,367.21,58.31,1.57,1.19,84.06,20.59,17.13,53.08,3.38,500
85.97,172.61,2.03,20.96,0.43,72.89,5.4,16.37,25.26,3.85,274
25.9,37.4,2.49,6.3,1.47,31.94,4.16,33.92,66.84,0.84,84
59.59,96.68,17.05,7.54,0.72,67.86,68.47,17.71,57.45,1.62,199
19.68,29.71,20.26,13.46,0.41,21.35,38.86,38.18,58.35,6.91,97
52.01,82.4,19.69,14.63,0.64,40.85,8.27,33.48,22.32,3.99,211
49.33,89.87,11.54,4.79,0.23,125.08,21.76,22.88,94.02,3.16,160
74.16,120.75,78.19,3.93,1.88,126.68,20.61,26.61,53.49,2.77,334
100.13,180.69,24.36,2.06,1.17,38.72,8.44,16.5,56.31,3.08,307
63.03,106.81,59.1,19.24,1.43,44.56,2.24,26.15,54.22,6.91,286
28.55,44.47,4.54,14.29,2.23,15.58,14.16,22.0,75.4,0.88,89
159.06,220.44,12.07,9.14,1.68,127.89,19.51,27.44,79.1,4.41,457
198.91,418.24,9.44,1.98,1.84,11.75,16.45,23.05,62.52,0.28,500
58.63,76.81,3.62,11.0,2.75,19.97,22.89,29.09,86.75,2.87,158
83.39,108.54,30.01,39.55,1.68,30.84,19.22,34.28,63.14,3.9,317
56.27,115.02,16.57,9.45,0.26,25.48,23.42,17.45,49.49,0.77,204
74.58,163.85,7.2,10.24,1.61,49.19,39.97,19.42,42.74,1.68,279
77.37,151.21,13.09,9.61,1.51,24.31,16.24,37.79,59.56,1.88,275
22.85,30.03,40.55,4.27,0.58,32.36,14.06,34.82,5.0,7.13,92
52.74,79.33,66.53,1.0,0.46,75.35,14.73,14.85,51.67,1.99,237
129.56,281.75,17.05,18.97,0.82,30.2,35.92,21.38,49.99,1.61,412
122.32,248.04,14.46,6.99,1.26,41.83,9.25,47.9,39.89,4.49,353
52.02,94.16,17.99,2.98,1.27,104.54,28.31,34.76,54.34,0.86,229
78.4,118.63,13.77,10.22,1.93,62.22,17.52,24.31,63.63,3.7,212
55.01,72.22,14.6,23.67,1.17,60.02,25.65,27.03,66.55,7.78,203
102.7,135.44,71.05,6.12,1.19,21.97,3.01,19.04,57.31,1.01,334
15.8,29.24,41.98,2.26,2.19,19.79,13.0,33.8,56.23,0.83,157
94.32,124.47,46.68,37.26,1.92,57.25,13.6,28.28,88.22,6.4,308
165.89,364.0,11.36,10.89,1.55,48.19,1.0,20.11,86.21,5.27,500
38.61,56.57,40.25,19.1,1.23,18.91,7.33,20.38,45.63,3.65,163
151.69,294.22,21.25,23.52,0.99,22.22,39.32,22.75,77.78,1.06,477
81.14,116.81,9.97,2.74,0.61,13.33,8.51,32.9,38.79,2.31,232
62.91,112.37,102.36,5.66,0.43,53.36,33.64,27.23,55.54,3.15,287
51.71,70.98,34.41,11.8,1.11,29.05,51.23,22.3,39.26,1.61,203
155.11,308.68,69.77,8.26,0.28,25.02,8.31,22.73,66.45,10.23,500
55.14,100.71,53.93,5.39,0.15,113.19,3.97,30.19,39.43,0.8,252
181.83,250.48,4.17,16.01,1.27,2.53,1.02,22.14,56.3,4.25,462
168.71,348.17,11.64,15.34,0.7,70.11,22.97,35.76,58.92,3.67,500
46.28,82.95,40.16,14.77,0.39,11.07,41.98,19.77,39.71,1.58,227
58.21,123.96,19.59,12.88,2.08,73.43,7.76,22.39,65.22,2.79,227
11.33,24.07,34.85,15.35,1.11,16.39,65.15,24.89,84.68,3.5,93
64.41,137.1,52.81,22.45,2.63,21.12,40.04,30.79,60.31,5.15,287
70.31,96.33,3.97,7.33,1.26,16.04,19.0,33.34,64.32,2.52,193
138.55,195.2,32.91,30.93,0.27,83.21,20.38,19.74,86.24,1.32,462
174.53,382.04,16.46,7.46,0.23,10.78,50.54,27.82,43.28,0.56,500
109.19,189.87,43.35,12.04,0.66,31.11,9.18,31.06,70.23,1.87,337
131.28,198.81,59.06,10.08,0.48,105.66,3.49,28.19,61.29,1.31,423
58.18,115.93,24.31,3.97,1.18,6.43,34.47,30.32,63.33,5.64,232
24.19,37.2,21.95,38.49,1.65,11.32,7.11,31.4,60.21,3.63,105
81.04,158.39,34.37,13.57,1.41,83.06,9.86,21.55,50.06,1.03,322
137.05,281.44,42.82,12.79,1.37,50.88,22.29,19.69,49.18,3.19,476
3.73,7.48,89.53,18.0,2.79,41.02,28.78,19.21,68.6,2.2,163
72.71,112.46,86.13,29.7,0.13,30.82,24.05,22.75,83.02,2.82,278
13.09,21.74,54.9,10.94,2.53,87.6,52.03,32.45,56.05,2.86,149
36.12,60.39,69.18,7.08,1.05,33.49,14.86,30.04,68.5,1.69,181
74.77,130.27,23.98,8.72,1.23,36.12,19.53,19.41,66.85,2.12,257
176.34,255.81,18.7,29.85,1.09,58.54,7.98,15.71,69.21,3.96,500
67.62,115.44,4.93,25.51,1.17,66.2,30.73,20.4,42.07,6.52,228
104.5,183.89,14.64,39.75,2.9,27.78,44.74,27.68,54.22,1.09,341
80.49,143.16,40.42,5.62,2.3,28.17,4.04,19.29,35.99,0.78,272
37.93,77.3,14.35,10.79,2.83,102.17,17.25,39.54,53.59,0.89,191
91.63,161.78,27.83,9.93,1.7,49.12,18.53,31.67,41.61,1.97,319
23.6,35.58,36.38,59.36,0.36,6.94,1.0,24.11,57.45,0.66,118
66.93,126.94,44.12,24.89,1.0,21.93,16.34,36.55,22.31,3.82,236
153.23,309.15,99.05,10.94,1.59,54.24,9.34,21.86,41.42,3.24,500
76.25,121.05,27.47,28.63,0.86,24.7,31.02,27.46,45.83,2.04,261
80.52,151.43,42.13,10.14,4.67,3.58,6.32,19.75,61.54,7.88,320
51.95,74.4,20.12,3.76,1.56,32.43,25.56,25.37,29.75,0.54,174
16.95,27.26,10.02,14.36,0.71,9.86,22.99,26.5,58.25,1.03,77
56.52,119.72,15.99,7.05,1.8,36.65,20.13,24.81,48.12,3.09,190
118.28,250.78,22.98,4.46,0.5,51.5,15.14,18.35,57.31,2.98,372
87.68,159.39,36.29,4.99,1.27,30.95,50.29,23.67,59.32,9.29,299
24.86,48.03,87.22,26.59,1.51,60.99,28.64,21.25,68.81,1.18,236
12.38,25.61,25.73,56.84,2.82,72.07,10.17,26.52,73.12,1.97,170
37.57,81.26,17.49,7.24,2.72,142.56,19.92,26.88,38.89,2.03,218
56.94,99.13,17.39,22.61,1.6,38.19,24.31,26.94,66.41,3.38,188
59.99,108.31,32.63,14.43,0.25,14.79,23.28,20.17,30.89,2.05,215
60.57,101.4,32.02,2.61,0.91,156.19,19.6,33.15,60.26,3.69,241
67.15,91.64,30.24,44.7,0.85,31.09,5.89,33.79,58.94,3.36,190
89.68,150.7,23.86,33.96,0.61,32.52,36.5,37.24,57.66,2.78,312
49.31,99.18,45.65,12.34,0.64,57.85,15.01,22.26,37.77,2.7,224
31.15,63.07,3.58,13.47,1.86,41.81,12.36,31.43,53.83,2.8,121
96.77,203.52,40.0,21.43,2.25,11.99,75.44,16.68,43.66,3.78,374
120.15,161.77,18.73,84.42,1.38,95.87,31.97,26.32,49.11,1.13,407
,77.13,35.12,16.97,1.11,28.44,11.74,29.44,89.76,1.46,170
221.05,308.74,39.25,23.8,3.26,24.39,11.81,33.22,59.25,1.2,500
170.36,252.25,17.14,2.88,1.28,8.33,36.24,25.4,73.28,0.67,477
26.47,55.87,108.54,32.41,0.32,43.51,7.79,22.07,94.17,11.11,200
13.36,23.35,11.47,10.98,0.84,17.45,11.17,23.61,38.6,2.13,54
58.79,116.56,64.17,28.56,1.2,82.77,24.1,34.45,32.74,7.08,302
80.88,109.83,23.68,24.86,0.3,28.82,8.42,16.25,82.55,3.75,270
219.01,366.88,50.69,6.25,1.2,17.77,17.5,17.47,29.96,2.08,500
214.39,408.81,5.38,10.98,0.29,44.24,18.55,18.17,35.91,1.39,500
104.67,148.64,37.92,9.4,1.24,11.16,30.5,36.16,65.57,1.85,297
50.08,79.8,25.21,6.99,0.87,16.71,20.29,22.17,42.52,2.13,148
142.47,193.49,40.42,5.23,1.7,13.59,13.93,21.01,60.65,1.35,425
73.06,137.8,40.28,19.07,0.89,20.09,15.66,25.88,65.14,3.61,269
21.64,47.04,48.12,5.84,1.64,78.75,36.79,27.84,17.45,1.27,175
22.41,45.82,63.31,4.82,0.92,18.63,28.23,13.33,88.84,3.01,119
50.34,109.6,75.21,12.36,0.37,32.07,6.82,17.83,100.0,2.37,243
127.4,262.58,6.98,7.31,1.59,15.34,37.49,22.17,52.83,2.57,410
28.49,58.96,4.7,10.47,1.06,28.37,2.08,27.63,71.16,9.09,85
50.26,91.44,18.31,12.17,0.1,15.14,21.45,19.66,100.0,3.97,177
169.42,299.27,30.82,30.06,0.46,51.45,43.62,27.45,61.44,8.02,499
87.58,145.87,18.92,9.13,2.36,31.05,36.36,30.44,28.87,0.25,281
94.71,192.85,51.17,31.5,3.85,31.06,13.87,10.5,61.57,3.29,387
130.42,190.92,70.66,20.6,0.72,38.82,12.41,21.28,36.05,2.58,425
51.05,68.95,46.11,25.41,1.04,82.47,7.44,24.82,52.35,0.65,209
176.8,380.67,7.93,1.0,1.11,24.0,13.73,23.86,79.91,0.36,500
106.78,139.17,64.71,12.2,0.82,26.24,7.98,22.69,81.14,0.6,350
61.44,133.88,16.49,9.85,0.28,95.96,33.22,32.09,27.85,3.31,245
155.81,304.75,2.92,8.14,0.47,36.27,10.5,29.49,66.45,4.59,433
103.65,165.39,9.63,16.62,0.3,59.08,6.79,28.87,49.56,1.29,320
66.01,127.27,50.54,13.5,0.4,44.54,6.36,20.76,36.9,1.11,221
96.62,196.72,40.99,38.8,0.35,4.66,8.83,32.12,60.38,3.32,308
33.61,51.12,26.51,25.41,0.96,29.15,30.03,37.6,65.96,6.52,141
142.8,284.72,20.26,9.21,0.37,26.6,6.3,17.4,80.53,4.63,417
216.67,438.52,8.66,7.26,1.96,30.55,2.44,19.03,65.94,1.79,500
,24.71,17.98,4.43,0.87,93.96,9.81,29.31,50.75,2.29,121
43.07,57.62,6.73,23.98,0.53,69.21,47.98,22.07,51.72,3.34,141
40.25,59.73,40.8,21.69,0.54,15.83,16.33,28.54,83.5,3.48,191
111.29,164.78,49.81,32.29,0.25,53.71,2.01,31.1,46.95,3.64,363
77.97,105.94,42.33,12.17,0.51,12.22,16.06,27.41,47.74,1.08,243
48.36,94.46,52.84,25.4,2.3,92.02,11.63,19.33,55.15,2.75,255
54.18,88.96,29.77,21.15,2.36,33.56,10.45,40.23,54.62,2.09,198
44.96,94.24,51.18,11.58,0.27,49.82,28.49,22.25,48.18,3.54,232
102.16,155.99,2.0,14.05,1.06,64.21,18.96,36.12,79.54,0.65,258
77.08,131.64,24.5,3.61,1.55,9.53,18.17,25.83,,7.91,242
52.22,97.91,41.53,45.54,1.26,33.47,1.85,37.43,88.5,0.93,227
45.61,95.3,16.14,12.96,1.03,93.07,15.3,23.38,87.27,1.31,202
157.56,279.23,23.2,8.27,0.31,12.92,16.6,32.5,66.52,1.07,450
140.45,229.8,23.67,3.44,1.73,29.03,2.05,33.86,50.94,9.46,373
102.96,214.19,27.44,37.68,0.77,11.61,32.69,23.53,27.64,4.96,344
130.87,206.67,12.28,9.38,1.02,14.79,28.97,32.67,42.67,9.94,351
21.84,29.96,23.8,4.54,2.03,33.41,7.44,24.92,85.16,5.81,133
28.26,48.06,49.7,13.38,0.95,37.56,11.97,28.31,48.05,6.5,145
25.62,51.41,8.45,17.31,2.62,47.55,7.06,18.65,40.25,6.81,137
67.49,89.6,12.88,26.14,0.39,54.81,22.27,21.35,78.26,2.61,226
133.7,244.31,25.62,1.91,2.66,58.52,11.78,32.94,57.87,1.29,393
48.89,89.72,40.88,6.55,0.59,62.6,56.75,28.65,54.43,5.77,172
145.81,311.41,8.5,12.95,1.1,102.8,12.39,33.14,70.76,0.62,470
43.0,66.99,15.76,16.19,3.06,5.64,18.1,27.48,31.51,2.99,180
60.89,94.43,74.24,17.64,0.74,22.91,2.58,28.49,47.84,2.25,249
48.46,82.21,28.04,8.13,0.57,91.51,6.7,31.16,79.41,1.29,173
57.48,93.2,39.03,6.05,0.72,7.21,3.8,16.29,63.05,2.0,199
62.22,122.13,53.15,2.73,0.74,27.15,21.95,27.04,69.51,2.2,228
12.95,24.31,28.15,15.05,1.51,141.42,5.67,27.19,81.45,11.92,127
85.91,170.36,8.79,3.78,1.19,87.29,11.4,27.29,75.56,1.22,312
61.16,124.65,21.73,9.8,3.59,10.86,37.98,35.68,48.01,2.94,261
176.55,376.17,40.8,4.65,0.3,51.78,11.46,18.46,57.04,4.67,500
99.57,168.06,43.83,10.19,1.38,62.99,24.64,20.92,18.55,1.0,326
83.34,182.21,16.56,11.45,0.12,90.06,17.21,28.72,86.86,4.07,323
169.87,253.81,15.14,17.27,1.7,101.12,8.75,27.32,64.15,6.83,487
158.97,308.86,15.1,2.95,0.42,73.21,19.84,36.07,36.16,4.21,486
181.6,323.35,44.15,19.02,0.2,11.67,27.53,28.52,23.41,2.77,500
45.11,91.81,17.66,19.74,0.28,48.96,69.22,35.88,45.63,9.95,169
25.05,43.32,3.86,5.02,4.21,77.61,40.64,26.36,52.36,5.19,142
13.02,26.11,20.14,4.65,0.64,30.15,26.33,18.59,56.39,4.67,100
129.7,277.18,40.19,7.32,1.04,10.35,7.02,24.82,27.28,3.26,427
10.89,21.34,50.84,31.54,2.75,21.59,11.28,30.05,38.24,13.64,142
77.89,155.65,16.1,2.5,1.62,15.54,8.76,25.47,60.88,5.54,251
17.61,23.95,25.37,18.6,2.05,31.39,9.14,20.18,100.0,4.19,101
142.21,211.11,24.37,14.86,1.43,21.69,6.26,31.18,62.03,16.48,374
94.27,205.22,21.9,34.29,0.51,15.65,25.1,33.33,63.49,5.41,334
141.68,272.57,21.8,20.93,5.17,49.15,20.79,30.39,29.37,1.7,474
79.06,142.73,36.45,24.65,1.63,26.89,37.15,23.13,55.05,0.83,300
,50.62,51.87,7.05,1.24,76.85,7.07,20.88,28.19,2.21,172
47.49,63.63,22.33,8.67,0.48,67.87,7.96,31.38,52.41,3.02,164
121.3,198.0,10.79,3.81,1.8,26.38,29.1,22.05,91.2,1.57,351
16.09,28.14,34.26,20.78,0.78,29.1,15.94,32.39,41.67,4.82,93
44.53,66.37,86.86,2.08,1.41,49.29,3.36,14.8,58.7,4.24,232
,57.8,33.42,10.77,1.03,24.62,38.68,24.56,35.99,2.71,160
62.84,110.45,29.34,35.11,0.79,28.6,25.7,14.13,65.91,1.81,234
,186.07,11.66,21.54,0.13,23.72,8.05,23.83,49.77,7.07,280
139.33,211.21,4.42,16.12,1.26,83.59,14.27,34.65,22.08,3.62,395
20.52,37.53,23.62,7.86,0.57,52.72,22.98,31.03,53.36,3.88,113
32.88,69.4,33.61,23.72,1.15,84.23,1.99,26.63,92.49,4.46,185
22.81,39.37,64.05,6.5,1.0,33.01,14.77,25.17,65.09,2.19,148
64.69,134.01,28.44,18.02,0.28,90.13,14.23,11.61,59.84,1.25,251
25.41,54.25,5.62,25.5,1.37,70.33,17.13,16.36,44.56,0.69,130
85.44,118.17,11.86,6.05,0.58,24.15,9.29,28.71,46.77,4.42,227
151.78,210.41,30.13,12.71,1.04,70.35,17.97,35.25,85.66,3.5,440
13.5,23.33,30.03,12.35,0.34,38.79,7.16,28.83,50.83,0.88,109
33.86,61.94,43.34,19.41,0.86,46.21,20.71,28.08,60.94,4.31,205
182.83,307.76,13.38,5.17,2.34,54.96,15.42,42.97,64.59,4.94,500
76.38,121.73,65.42,14.75,1.41,63.82,34.0,25.32,31.52,4.67,320
45.14,84.71,35.88,10.13,0.44,12.88,5.08,14.26,8.22,7.4,191
307.26,400.01,13.03,26.67,0.48,23.33,14.56,24.77,32.08,4.02,500
54.03,117.31,21.17,16.64,1.23,40.07,23.59,22.42,25.95,3.88,222
99.13,149.57,8.84,17.54,3.36,29.76,20.84,37.1,82.34,0.23,309
35.11,74.62,43.0,15.68,1.0,42.89,53.83,36.22,35.62,1.72,183
30.1,42.08,56.36,7.0,0.18,54.68,24.26,26.93,43.04,1.21,157
103.12,156.15,80.17,5.6,1.4,9.6,7.81,28.84,65.46,3.8,343
193.48,292.42,24.77,18.84,1.13,26.26,22.66,31.43,42.91,3.28,500
46.7,102.58,31.04,1.48,0.22,9.82,20.04,33.44,72.8,2.48,170
28.2,36.78,29.08,6.61,0.89,25.99,17.24,28.33,100.0,2.17,115
128.24,240.54,54.17,12.04,0.89,27.48,19.48,29.23,80.1,3.57,399
47.06,98.01,14.43,16.89,1.83,20.75,18.66,28.35,71.43,0.69,211
86.25,164.31,21.19,3.56,0.83,47.23,27.73,24.61,42.24,1.97,267
45.61,74.18,32.02,10.64,3.99,17.44,7.25,32.35,50.6,7.34,210
51.72,111.85,51.95,12.72,0.86,26.7,44.28,29.79,57.34,4.19,233
32.74,68.88,61.34,10.97,1.54,21.96,9.19,21.9,80.1,1.01,160
104.98,177.48,48.3,13.06,2.69,36.13,10.09,31.92,55.97,7.69,367
88.03,159.87,22.68,7.6,1.02,11.87,7.17,26.31,50.69,1.16,279
85.92,186.51,38.93,22.9,0.51,35.38,7.58,34.48,85.53,3.78,307
38.17,83.37,26.33,16.05,1.29,30.88,21.4,30.11,75.92,3.28,170
82.78,141.13,17.53,10.25,0.71,17.18,20.17,27.0,24.38,2.29,240
210.3,433.76,28.87,1.73,0.7,22.57,30.95,13.63,67.57,5.54,500
28.37,44.6,122.57,14.49,1.96,2.64,49.86,16.34,45.4,3.84,223
35.32,57.73,14.17,3.4,0.41,80.08,26.56,47.76,100.0,1.27,151
36.92,53.48,15.6,1.84,2.03,23.81,30.16,27.4,52.12,0.99,137
71.75,106.78,24.89,5.0,0.55,44.96,20.44,31.43,62.12,4.13,207
26.54,50.2,50.61,16.23,1.57,66.41,10.47,30.18,76.19,0.94,169
94.36,166.05,5.51,16.26,3.8,80.73,38.18,42.05,84.19,4.28,328
12.01,18.11,44.76,1.0,0.53,30.5,4.28,30.3,67.39,3.66,101
113.61,188.9,17.02,16.01,0.78,17.13,8.28,28.98,67.18,8.19,321
84.83,138.78,42.37,2.15,0.5,11.86,10.79,34.18,76.8,0.87,266
207.23,453.55,32.37,23.33,1.47,40.91,39.67,27.37,56.4,3.89,500
29.54,61.08,20.69,19.78,1.41,57.0,23.68,13.22,53.15,4.85,163
131.64,217.09,7.99,1.66,1.68,35.05,18.93,20.71,71.54,2.67,391
61.3,130.1,51.91,14.36,0.73,23.31,7.51,37.13,69.78,0.94,242
52.64,84.66,24.27,7.61,0.36,20.16,12.22,27.24,58.16,5.93,186
28.31,53.81,20.61,22.98,1.82,18.91,18.79,32.9,66.65,2.89,153
46.13,100.11,14.83,6.4,0.68,7.74,11.94,15.04,81.13,2.26,174
47.77,78.89,34.45,30.25,1.26,71.85,79.9,34.12,51.27,2.51,229
17.72,33.88,50.97,20.67,0.57,46.15,22.86,33.95,22.56,5.04,122
84.21,131.91,26.48,3.76,1.86,3.23,8.29,32.75,46.48,3.25,230
76.71,118.11,14.79,33.19,0.9,40.81,52.41,33.0,71.16,4.94,250
98.86,179.59,59.51,14.26,0.58,56.87,18.65,14.55,52.28,0.93,353
41.53,90.6,10.96,10.87,0.58,17.48,7.01,33.8,52.2,0.86,137
116.51,198.98,23.21,5.59,0.36,18.56,4.3,7.94,43.12,0.4,325
157.02,336.62,54.41,13.25,1.7,35.1,12.35,24.08,64.66,8.1,500
55.7,118.25,21.74,23.42,1.43,21.06,47.27,22.8,69.65,1.86,219
30.06,45.94,7.46,16.09,0.48,62.05,25.63,27.07,50.19,1.11,133
69.11,114.84,30.8,16.78,0.34,25.31,28.9,15.02,67.25,1.91,249
66.83,125.57,60.62,12.48,1.6,12.73,8.52,14.85,84.42,2.46,274
57.9,102.26,17.2,26.79,1.85,14.49,15.64,30.08,40.37,1.23,210
99.01,137.27,19.02,14.33,1.66,28.48,31.48,29.28,51.53,2.29,275
50.71,111.28,51.47,5.9,0.34,24.38,22.66,29.82,57.27,1.96,194
28.04,55.44,2.0,7.04,1.15,46.08,7.68,20.98,51.19,2.4,131
73.71,124.86,61.69,11.69,1.76,63.89,32.33,25.9,47.74,3.76,302
102.27,189.85,16.1,9.92,3.6,30.47,53.42,23.0,66.44,3.57,338
108.0,148.91,5.8,24.51,1.72,52.63,3.9,19.07,53.22,0.91,293
48.2,84.15,22.4,17.05,0.67,147.54,12.16,23.54,77.63,1.66,176
81.25,173.7,40.48,11.78,1.21,58.16,14.74,24.3,56.23,4.56,300
158.94,334.87,20.75,6.54,0.85,22.06,25.24,19.77,41.4,4.0,500
134.16,215.14,9.71,9.24,0.64,41.3,20.94,34.05,60.61,3.56,391
16.64,29.58,50.97,8.27,0.99,59.19,19.35,33.48,90.34,0.25,135
51.07,98.44,23.71,20.19,0.74,22.78,17.19,36.78,59.97,3.24,213
152.27,244.55,5.52,1.0,0.62,41.93,19.11,29.64,62.86,12.53,422
16.54,22.47,34.47,6.38,0.36,58.44,25.57,33.63,82.85,2.96,81
62.98,110.52,7.54,3.48,0.5,34.27,24.66,31.57,36.13,5.09,221
40.99,75.48,81.07,6.3,0.31,126.67,21.46,27.45,64.01,3.19,232
82.48,107.65,28.21,16.61,2.25,4.78,41.08,29.69,50.43,1.85,249
7.98,11.06,13.37,17.05,0.32,49.28,2.81,31.35,30.98,10.74,53
142.91,212.44,13.07,15.75,0.84,31.79,5.06,30.48,54.75,2.11,390
65.23,105.23,27.33,3.26,0.34,76.17,10.15,27.66,59.43,5.39,223
,47.23,69.08,12.68,1.72,74.82,13.87,32.99,19.84,9.52,188
36.49,57.09,15.84,28.16,0.99,62.32,13.25,27.54,13.97,0.2,159
84.48,130.82,21.41,9.16,1.7,17.97,36.99,32.79,41.77,3.94,258
34.19,71.2,33.81,10.43,2.22,87.65,23.47,19.7,64.34,1.48,193
189.49,271.07,21.72,6.93,1.08,46.64,18.83,36.28,53.81,0.7,500
59.78,104.37,7.31,11.5,0.57,43.38,1.66,20.93,88.0,5.66,183
167.79,362.02,27.45,12.39,1.69,118.29,48.14,21.09,54.02,4.38,500
73.8,137.46,15.55,11.71,1.47,48.8,18.11,37.24,53.03,3.31,216
104.97,204.21,20.8,10.88,1.13,27.43,2.8,23.98,58.1,3.46,322
100.77,170.11,75.46,1.04,3.09,18.1,22.9,27.19,,3.83,402
45.15,59.5,21.72,41.92,1.27,23.94,15.94,27.79,42.73,4.59,182
105.85,199.16,2.71,29.9,1.05,42.71,40.4,30.82,67.89,7.85,296
48.27,90.21,20.04,18.65,1.03,32.9,6.69,43.24,67.53,4.34,176
,21.04,24.36,10.21,0.15,3.37,9.39,25.0,44.05,7.26,71
55.91,95.94,39.98,23.08,0.32,44.42,14.55,31.79,76.8,12.02,226
23.16,49.19,30.67,18.06,0.24,50.34,15.38,22.94,71.45,3.34,151
46.98,69.75,30.32,26.71,2.53,47.07,5.91,22.36,79.44,3.53,235
63.68,109.2,32.27,8.92,0.29,13.16,1.9,25.56,70.28,1.25,212
30.84,52.89,44.02,8.83,0.45,140.26,21.69,28.57,84.17,0.41,181
95.86,194.56,7.17,38.03,1.41,38.67,21.26,12.78,69.06,4.51,326
47.83,97.68,94.1,24.31,0.31,54.92,49.73,26.96,23.05,8.01,266
22.53,44.69,19.14,20.65,1.1,34.29,38.61,29.04,16.84,1.8,97
31.27,50.93,10.39,4.5,1.29,13.51,17.54,18.03,61.29,2.53,101
70.62,96.39,34.49,6.31,0.56,36.78,7.94,23.98,80.81,2.27,220
54.1,87.34,20.97,2.26,0.1,20.86,31.05,32.95,28.35,1.19,178
80.32,153.56,48.25,3.44,3.5,28.09,6.33,29.04,61.49,0.44,320
70.98,137.17,16.19,10.14,1.75,48.12,6.87,20.7,78.11,0.29,246
28.84,62.54,52.73,7.46,0.47,28.6,22.95,29.81,34.58,3.23,136
40.21,68.68,10.59,11.39,0.37,32.78,10.08,38.42,51.63,4.91,117
115.88,216.61,81.66,14.68,0.67,30.32,20.55,13.85,64.0,1.93,421
33.14,59.16,25.24,5.26,1.17,32.49,27.35,35.02,30.52,3.98,140
170.34,244.53,67.07,15.53,2.21,55.9,5.39,31.01,79.81,3.36,500
18.24,31.28,9.14,13.61,1.35,80.62,9.76,20.62,57.87,4.11,89
113.38,203.0,42.6,6.64,1.36,69.74,39.07,31.86,53.08,11.26,408
60.48,130.39,41.85,23.24,0.37,9.39,29.15,31.18,23.73,12.89,245
29.0,47.27,22.32,10.61,0.14,31.5,28.69,29.94,59.1,2.62,101
69.21,151.03,2.89,3.07,1.36,57.08,8.41,23.62,36.61,3.92,216
34.05,60.89,42.88,3.7,0.62,56.53,18.04,23.85,76.76,3.84,158
42.31,64.23,19.83,20.14,0.92,59.35,3.08,22.69,61.4,5.72,134
48.73,71.76,59.9,12.98,0.55,73.39,59.36,31.13,30.51,8.83,260
107.5,153.46,49.45,10.4,1.67,88.1,20.27,35.88,34.44,1.42,346
39.75,67.87,59.69,10.69,1.02,20.52,8.69,31.07,53.65,1.01,198
76.96,101.56,37.91,5.0,1.13,48.43,13.38,23.81,67.2,3.79,260
110.27,187.52,27.99,10.71,0.17,12.26,16.38,18.69,70.59,9.13,358
